,netspend,volume,packs,brand,market,region,store,gweight,date
2338,8.9,13.101,4,brand_2,market_4,region_5,store_1,32850,2024-03-11
2339,1.38,17.49,1,brand_7,market_1,region_2,store_2,45529,2023-09-19
2340,5.18,8.819,2,brand_7,market_3,region_6,store_3,9855,2024-11-29
2341,18.6,9.046,4,brand_5,market_5,region_7,store_4,35223,2023-01-01
2342,13.22,8.364,1,brand_14,market_4,region_4,store_3,13650,2023-09-19
2343,3.73,6.303,2,brand_20,market_5,region_2,store_4,48926,2021-01-31
2344,6.5,8.586,4,brand_8,market_4,region_5,store_1,12828,2024-06-28
2345,4.59,3.317,1,brand_15,market_2,region_2,store_3,3358,2022-12-22
2346,16.76,12.645,1,brand_6,market_4,region_5,store_4,37264,2023-12-11
2347,3.74,17.93,3,brand_29,market_4,region_4,store_3,38070,2021-07-25
2348,10.51,15.397,4,brand_29,market_3,region_2,store_4,46433,2021-08-18
2349,7.53,14.063,5,brand_18,market_2,region_1,store_3,40088,2021-03-23
2350,8.94,19.855,2,brand_1,market_5,region_7,store_1,2512,2022-10-09
2351,2.33,14.022,3,brand_14,market_2,region_1,store_2,8808,2021-06-09
2352,18.94,11.783,5,brand_21,market_2,region_3,store_2,22688,2020-12-27
2353,1.3,1.214,3,brand_9,market_4,region_6,store_2,24974,2022-06-30
2354,10.35,18.961,2,brand_29,market_3,region_4,store_2,13448,2021-11-08
2355,6.25,6.041,2,brand_24,market_5,region_6,store_2,20281,2021-11-21
2356,15.96,9.456,1,brand_3,market_3,region_4,store_1,36094,2023-10-30
2357,5.26,14.603,4,brand_28,market_3,region_2,store_1,28981,2023-05-14
2358,17.28,16.725,1,brand_14,market_5,region_5,store_3,41498,2023-09-12
2359,17.95,12.664,4,brand_5,market_5,region_4,store_1,46237,2024-09-05
2360,19.36,6.409,1,brand_12,market_2,region_7,store_1,11438,2022-06-14
2361,6.47,6.217,1,brand_28,market_5,region_6,store_2,35395,2020-03-07
2362,1.23,18.134,4,brand_4,market_3,region_3,store_3,30619,2023-04-29
2363,8.01,13.848,2,brand_13,market_1,region_6,store_3,28138,2023-01-17
2364,2.74,9.366,5,brand_6,market_4,region_2,store_3,25334,2021-07-09
2365,18.48,18.865,3,brand_6,market_5,region_4,store_4,2878,2024-02-04
2366,4.05,13.524,3,brand_15,market_4,region_5,store_3,23099,2022-02-03
2367,10.16,16.851,4,brand_28,market_4,region_3,store_2,13169,2022-10-12
2368,15.21,8.909,1,brand_22,market_1,region_7,store_2,9501,2021-10-02
2369,7.54,11.838,4,brand_18,market_5,region_5,store_4,15217,2022-01-07
2370,10.17,17.886,4,brand_24,market_5,region_2,store_4,1259,2022-07-04
2371,15.87,6.247,2,brand_19,market_4,region_4,store_4,46891,2022-09-03
2372,5.07,2.617,4,brand_26,market_4,region_6,store_4,28511,2023-09-09
2373,13.12,18.092,4,brand_28,market_4,region_4,store_4,17048,2024-06-06
2374,18.1,3.678,4,brand_13,market_1,region_7,store_1,30081,2022-04-16
2375,9.53,7.883,3,brand_27,market_5,region_5,store_4,11607,2022-01-05
2376,13.61,8.728,1,brand_5,market_4,region_3,store_1,14997,2021-04-27
2377,15.95,18.26,1,brand_13,market_2,region_4,store_2,3978,2021-02-10
2378,7.14,16.954,3,brand_12,market_1,region_2,store_1,17082,2021-08-10
2379,14.71,16.354,2,brand_4,market_5,region_2,store_4,27283,2021-02-01
2380,8.24,3.988,2,brand_21,market_5,region_3,store_3,47515,2020-06-19
2381,8.68,17.863,3,brand_25,market_1,region_1,store_2,8296,2021-10-04
2382,7.56,6.919,4,brand_17,market_5,region_5,store_1,10647,2021-05-18
2383,1.02,16.852,4,brand_16,market_5,region_5,store_1,48475,2020-11-21
2384,12.63,18.92,2,brand_29,market_5,region_2,store_1,2931,2023-09-22
2385,4.78,9.757,3,brand_28,market_1,region_1,store_2,17871,2021-09-20
2386,16.45,17.017,2,brand_9,market_3,region_3,store_3,31064,2021-10-22
2387,13.57,11.987,4,brand_10,market_1,region_6,store_2,12700,2023-01-23
2388,2.65,2.939,1,brand_11,market_2,region_3,store_4,6328,2020-10-30
2389,7.84,16.25,4,brand_11,market_4,region_5,store_3,6980,2022-12-14
2390,5.04,18.128,3,brand_2,market_5,region_7,store_1,32413,2021-11-09
2391,1.64,15.411,2,brand_16,market_2,region_4,store_3,43158,2024-03-10
2392,16.67,13.415,2,brand_28,market_3,region_3,store_1,2874,2020-09-10
2393,11.34,3.256,4,brand_26,market_4,region_1,store_1,49480,2022-09-04
2394,6.3,9.998,5,brand_21,market_4,region_1,store_4,15554,2024-01-17
2395,8.07,6.169,1,brand_26,market_4,region_7,store_2,36422,2021-09-22
2396,10.8,14.625,1,brand_29,market_3,region_3,store_4,46502,2024-09-07
2397,4.8,15.169,1,brand_2,market_3,region_5,store_2,26287,2022-04-09
2398,7.54,13.434,1,brand_23,market_4,region_2,store_1,38914,2020-01-12
2399,5.68,10.991,3,brand_21,market_2,region_3,store_2,17243,2024-10-14
2400,17.6,6.35,5,brand_20,market_1,region_1,store_1,27445,2023-02-13
2401,18.6,3.171,2,brand_24,market_4,region_1,store_2,28434,2021-05-25
2402,11.01,17.521,1,brand_26,market_2,region_5,store_3,9305,2024-01-04
2403,10.1,12.962,5,brand_14,market_1,region_1,store_4,40464,2022-04-27
2404,4.56,2.513,2,brand_24,market_4,region_6,store_1,9007,2023-09-06
2405,16.7,9.611,2,brand_26,market_2,region_1,store_4,39073,2023-08-31
2406,6.34,11.253,1,brand_11,market_4,region_3,store_4,16356,2020-08-09
2407,4.86,6.786,3,brand_8,market_2,region_3,store_3,43705,2020-12-31
2408,17.05,1.91,5,brand_1,market_3,region_2,store_4,16745,2021-11-06
2409,4.45,18.109,2,brand_27,market_4,region_1,store_4,2944,2023-04-24
2410,8.8,17.881,5,brand_30,market_1,region_4,store_2,38035,2023-07-28
2411,13.75,7.81,1,brand_10,market_2,region_7,store_1,20562,2024-11-11
2412,6.99,17.478,5,brand_17,market_3,region_6,store_3,18085,2022-05-29
2413,5.65,2.507,3,brand_19,market_2,region_4,store_4,14234,2023-03-09
2414,5.5,8.099,5,brand_28,market_1,region_6,store_4,16335,2020-11-28
2415,14.92,4.426,3,brand_28,market_2,region_6,store_4,8356,2023-08-24
2416,12.75,13.836,1,brand_14,market_3,region_6,store_1,22570,2022-01-14
2417,12.06,15.799,2,brand_9,market_3,region_2,store_4,11561,2023-11-25
2418,13.99,2.974,2,brand_25,market_3,region_3,store_3,41019,2022-03-12
2419,18.41,15.309,3,brand_1,market_5,region_1,store_1,42813,2023-07-10
2420,12.11,2.794,1,brand_27,market_4,region_1,store_3,21655,2020-10-16
2421,1.13,4.8,1,brand_2,market_2,region_4,store_1,1995,2023-04-02
2422,2.85,4.816,5,brand_15,market_5,region_2,store_3,36589,2020-06-07
2423,15.53,17.435,3,brand_22,market_5,region_7,store_2,12409,2023-06-22
2424,3.14,7.286,2,brand_18,market_4,region_4,store_1,10214,2022-05-31
2425,3.26,18.409,5,brand_12,market_2,region_6,store_3,25096,2021-10-05
2426,13.86,17.972,5,brand_24,market_1,region_3,store_1,47181,2020-04-18
2427,9.38,8.42,4,brand_15,market_4,region_2,store_4,1629,2023-11-19
2428,12.08,9.889,4,brand_8,market_2,region_7,store_2,11572,2020-03-30
2429,12.57,9.295,2,brand_20,market_1,region_2,store_1,11241,2024-12-05
2430,2.34,12.029,3,brand_19,market_3,region_7,store_2,9285,2021-08-27
2431,18.27,11.539,2,brand_8,market_2,region_4,store_2,17447,2024-04-09
2432,7.74,19.265,4,brand_20,market_4,region_5,store_2,15930,2021-01-29
2433,14.82,5.657,2,brand_22,market_2,region_7,store_1,31000,2021-04-01
2434,19.55,7.444,1,brand_9,market_2,region_3,store_2,24630,2020-12-30
2435,16.4,1.287,4,brand_9,market_2,region_6,store_3,45326,2021-06-16
2436,11.01,19.932,3,brand_30,market_2,region_7,store_2,40020,2022-02-07
2437,9.53,2.002,1,brand_17,market_2,region_1,store_2,34441,2022-02-01
2438,16.98,5.38,1,brand_24,market_3,region_1,store_2,12109,2021-06-26
2439,16.46,17.922,3,brand_11,market_2,region_7,store_3,30800,2022-07-10
2440,12.17,9.58,5,brand_20,market_2,region_4,store_2,10317,2023-10-12
2441,19.26,15.411,5,brand_14,market_5,region_7,store_1,19647,2020-09-17
2442,10.38,16.964,1,brand_6,market_2,region_4,store_4,38524,2024-06-16
2443,13.85,5.899,4,brand_25,market_4,region_7,store_4,4248,2022-07-26
2444,18.15,17.273,5,brand_27,market_1,region_1,store_4,40354,2023-06-06
2445,5.41,13.838,4,brand_10,market_3,region_7,store_4,12927,2020-12-16
2446,13.44,19.232,5,brand_22,market_1,region_2,store_2,34285,2021-02-14
2447,16.19,10.176,2,brand_19,market_1,region_2,store_2,30455,2024-01-16
2448,4.5,8.778,4,brand_30,market_2,region_6,store_1,2063,2020-12-08
2449,14.22,5.01,5,brand_8,market_2,region_5,store_2,46005,2020-11-07
2450,13.6,13.54,3,brand_16,market_1,region_7,store_1,23189,2022-04-03
2451,7.75,11.095,4,brand_29,market_1,region_2,store_1,22552,2024-01-04
2452,18.35,5.377,5,brand_23,market_4,region_3,store_4,27818,2024-08-04
2453,8.09,8.877,2,brand_13,market_4,region_4,store_3,15060,2023-01-17
2454,4.04,6.635,3,brand_8,market_2,region_5,store_1,26327,2020-08-01
2455,2.98,10.456,5,brand_26,market_2,region_5,store_3,46120,2020-02-22
2456,7.99,2.125,2,brand_24,market_2,region_1,store_2,15076,2021-05-26
2457,17.81,1.464,1,brand_6,market_4,region_7,store_2,2864,2023-12-19
2458,8.01,6.943,3,brand_29,market_5,region_6,store_1,46850,2021-11-07
2459,4.01,12.448,5,brand_2,market_3,region_6,store_1,2227,2020-02-10
2460,14.17,5.527,2,brand_21,market_1,region_5,store_4,2560,2021-01-01
2461,13.96,17.643,1,brand_17,market_1,region_2,store_2,14091,2022-02-08
2462,10.77,7.673,3,brand_16,market_3,region_4,store_2,8382,2023-08-03
2463,5.03,12.143,3,brand_22,market_4,region_7,store_2,48816,2023-04-16
2464,12.68,13.714,1,brand_2,market_3,region_5,store_2,41418,2023-09-08
2465,8.82,10.408,1,brand_22,market_5,region_3,store_3,42020,2020-05-04
2466,2.0,5.466,1,brand_5,market_1,region_6,store_3,47242,2022-01-02
2467,11.98,18.153,3,brand_6,market_3,region_1,store_2,48066,2023-07-05
2468,4.96,6.476,1,brand_6,market_5,region_6,store_2,35240,2021-01-29
2469,19.1,12.133,4,brand_22,market_2,region_5,store_4,38759,2022-01-14
2470,4.64,4.982,4,brand_23,market_1,region_3,store_4,19573,2023-12-12
2471,7.35,9.338,4,brand_14,market_4,region_2,store_2,21977,2023-08-15
2472,19.33,2.032,1,brand_12,market_1,region_3,store_1,11778,2021-04-20
2473,7.79,3.226,3,brand_10,market_5,region_1,store_2,42967,2024-10-14
2474,16.64,16.972,2,brand_2,market_1,region_6,store_4,48626,2023-10-07
2475,19.84,6.085,3,brand_16,market_1,region_2,store_1,47066,2021-10-01
2476,15.18,17.462,4,brand_21,market_3,region_2,store_4,41889,2024-07-31
2477,10.69,3.854,1,brand_28,market_4,region_2,store_1,36601,2023-10-10
2478,13.88,15.557,1,brand_11,market_4,region_4,store_1,29040,2022-07-13
2479,14.73,19.953,4,brand_9,market_3,region_5,store_1,37625,2020-12-01
2480,1.64,18.236,3,brand_6,market_4,region_4,store_1,7773,2024-12-05
2481,3.54,6.32,3,brand_9,market_4,region_7,store_2,49256,2023-02-19
2482,11.16,12.688,2,brand_2,market_1,region_2,store_1,39093,2021-03-10
2483,13.88,4.596,1,brand_28,market_4,region_5,store_3,44976,2022-01-15
2484,18.06,15.185,2,brand_25,market_5,region_6,store_2,36380,2023-08-21
2485,15.91,15.303,4,brand_28,market_5,region_6,store_1,41967,2023-04-01
2486,3.98,14.333,5,brand_9,market_2,region_1,store_4,17194,2022-03-06
2487,18.34,3.493,5,brand_5,market_3,region_5,store_3,34088,2024-03-16
2488,12.38,14.228,1,brand_13,market_5,region_6,store_4,35479,2020-01-12
2489,6.66,1.63,1,brand_27,market_1,region_5,store_2,47934,2021-04-13
2490,11.34,3.545,3,brand_6,market_5,region_2,store_3,8708,2021-11-08
2491,6.94,16.726,2,brand_18,market_2,region_6,store_4,5525,2020-01-24
2492,6.45,4.599,4,brand_23,market_3,region_7,store_1,49440,2024-06-27
2493,14.34,10.95,2,brand_17,market_2,region_1,store_1,44826,2022-03-22
2494,9.13,16.139,1,brand_5,market_4,region_3,store_3,15143,2021-02-01
2495,11.08,6.962,1,brand_29,market_1,region_2,store_1,41092,2023-03-14
2496,12.92,4.834,4,brand_13,market_2,region_5,store_2,49029,2020-12-15
2497,3.28,3.34,5,brand_23,market_4,region_2,store_3,45214,2021-11-10
2498,9.25,17.35,3,brand_11,market_5,region_2,store_1,16971,2024-12-16
2499,16.65,12.165,2,brand_9,market_2,region_4,store_2,21015,2023-11-21
2500,15.87,9.439,3,brand_8,market_2,region_2,store_3,7137,2022-10-03
2501,6.18,17.797,4,brand_18,market_1,region_1,store_4,26641,2021-06-11
2502,13.07,15.649,3,brand_14,market_3,region_7,store_4,28034,2023-11-14
2503,16.8,10.883,4,brand_16,market_2,region_6,store_3,49505,2021-08-24
2504,3.28,12.29,2,brand_29,market_5,region_5,store_3,27093,2022-03-09
2505,19.84,6.287,2,brand_19,market_2,region_5,store_2,4221,2023-09-30
2506,17.3,3.563,2,brand_23,market_2,region_5,store_3,33323,2022-01-06
2507,5.76,1.589,2,brand_6,market_1,region_3,store_2,14654,2021-11-04
2508,18.04,9.133,5,brand_23,market_3,region_5,store_4,24395,2020-09-24
2509,15.02,19.819,2,brand_11,market_4,region_6,store_2,31215,2023-12-10
2510,8.53,19.461,4,brand_30,market_2,region_1,store_3,23110,2024-10-04
2511,8.78,17.036,4,brand_19,market_3,region_7,store_2,17398,2022-04-23
2512,5.13,9.529,3,brand_4,market_4,region_5,store_1,15372,2024-08-23
2513,13.01,17.593,3,brand_12,market_4,region_7,store_2,44771,2023-05-14
2514,10.57,18.717,5,brand_4,market_5,region_3,store_2,22859,2023-03-16
2515,2.88,12.001,3,brand_11,market_2,region_7,store_1,45657,2022-03-11
2516,8.51,6.535,2,brand_14,market_5,region_4,store_4,36652,2022-10-20
2517,8.82,19.338,5,brand_26,market_2,region_3,store_1,40506,2023-05-10
2518,5.12,12.46,3,brand_7,market_3,region_6,store_1,13814,2024-03-09
2519,15.5,18.883,4,brand_2,market_2,region_4,store_1,15490,2020-12-11
2520,6.01,5.098,3,brand_5,market_3,region_2,store_1,15453,2022-05-24
2521,13.84,10.358,4,brand_16,market_5,region_5,store_2,10928,2022-07-17
2522,13.68,10.872,1,brand_15,market_4,region_6,store_2,33624,2021-07-19
2523,18.31,4.546,4,brand_24,market_2,region_2,store_3,33137,2020-04-11
2524,2.78,11.018,5,brand_4,market_3,region_6,store_4,47934,2021-09-02
2525,5.63,2.006,2,brand_4,market_4,region_2,store_1,33947,2022-06-05
2526,13.93,11.255,5,brand_7,market_2,region_3,store_3,36085,2023-09-22
2527,4.35,17.793,5,brand_22,market_1,region_3,store_3,17383,2020-06-03
2528,13.4,14.786,2,brand_13,market_5,region_3,store_3,16792,2024-12-31
2529,9.51,13.932,1,brand_14,market_1,region_3,store_1,34439,2022-04-06
2530,14.24,12.959,4,brand_27,market_3,region_1,store_2,37868,2020-11-11
2531,15.69,4.938,3,brand_17,market_3,region_5,store_1,39020,2022-10-31
2532,17.05,8.245,1,brand_29,market_5,region_5,store_3,34630,2021-08-09
2533,16.53,7.185,3,brand_18,market_3,region_2,store_4,13523,2023-11-01
2534,12.95,7.661,3,brand_22,market_3,region_5,store_1,10713,2020-03-30
2535,19.24,5.497,2,brand_18,market_2,region_7,store_1,32763,2024-08-23
2536,19.08,14.349,1,brand_15,market_3,region_6,store_3,34832,2022-12-07
2537,4.05,2.078,3,brand_16,market_2,region_6,store_2,42684,2022-08-05
2538,18.44,2.012,1,brand_12,market_2,region_5,store_3,11269,2022-08-12
2539,17.52,6.749,2,brand_25,market_3,region_7,store_3,47226,2023-07-03
2540,5.5,13.448,2,brand_1,market_4,region_2,store_3,22878,2023-01-25
2541,1.59,16.845,2,brand_22,market_5,region_1,store_1,25567,2021-11-18
2542,3.01,2.531,5,brand_22,market_4,region_1,store_1,30038,2024-04-14
2543,9.26,7.559,3,brand_19,market_5,region_1,store_4,8226,2022-02-28
2544,2.99,18.528,1,brand_8,market_3,region_7,store_3,37856,2024-01-30
2545,4.66,3.813,1,brand_2,market_2,region_1,store_3,36055,2023-12-14
2546,18.93,5.451,4,brand_22,market_3,region_5,store_4,16295,2024-05-20
2547,15.06,15.775,2,brand_10,market_3,region_4,store_4,9735,2020-02-28
2548,9.77,18.439,5,brand_21,market_3,region_7,store_3,11230,2022-04-22
2549,5.89,13.143,4,brand_11,market_4,region_1,store_4,38506,2020-10-03
2550,16.93,7.436,2,brand_7,market_3,region_1,store_3,28376,2021-06-01
2551,17.47,10.517,4,brand_3,market_1,region_2,store_1,37958,2022-01-05
2552,9.4,19.962,3,brand_14,market_5,region_6,store_1,4652,2021-02-06
2553,6.07,11.892,4,brand_9,market_3,region_3,store_4,6251,2022-03-11
2554,8.07,12.191,4,brand_28,market_2,region_3,store_3,3275,2021-07-17
2555,14.57,17.359,4,brand_2,market_2,region_2,store_4,26632,2021-04-15
2556,11.37,9.943,2,brand_10,market_3,region_5,store_4,1831,2022-01-30
2557,8.19,16.97,3,brand_1,market_2,region_7,store_1,25741,2022-01-22
2558,16.62,7.818,4,brand_5,market_5,region_4,store_2,20626,2023-09-07
2559,15.61,15.29,2,brand_17,market_4,region_5,store_2,9091,2024-10-14
2560,14.22,19.445,3,brand_11,market_1,region_6,store_2,42907,2022-01-31
2561,16.41,5.251,1,brand_28,market_1,region_4,store_2,8789,2021-08-18
2562,11.78,15.073,1,brand_13,market_3,region_1,store_3,33239,2020-04-28
2563,10.72,7.389,1,brand_17,market_1,region_6,store_4,24471,2023-11-17
2564,10.01,19.513,3,brand_18,market_2,region_6,store_3,12100,2024-03-08
2565,9.53,12.629,1,brand_6,market_2,region_3,store_3,11949,2021-04-13
2566,19.08,19.936,4,brand_17,market_2,region_7,store_2,3705,2020-07-20
2567,6.12,7.87,5,brand_3,market_3,region_6,store_3,34705,2024-04-07
2568,12.89,10.179,3,brand_17,market_4,region_7,store_3,35173,2024-06-24
2569,14.84,19.504,5,brand_7,market_5,region_5,store_2,29781,2022-10-01
2570,1.42,8.898,5,brand_18,market_1,region_6,store_1,27482,2023-12-30
2571,17.54,3.679,3,brand_7,market_2,region_1,store_4,48754,2023-10-31
2572,19.86,1.99,1,brand_12,market_2,region_3,store_3,10414,2024-02-10
2573,6.28,3.064,5,brand_10,market_4,region_4,store_4,37085,2024-12-21
2574,16.54,14.387,5,brand_6,market_2,region_6,store_2,44199,2020-02-28
2575,16.72,5.536,2,brand_17,market_2,region_2,store_3,23674,2023-01-14
2576,10.8,4.035,4,brand_15,market_3,region_4,store_4,48366,2021-06-16
2577,13.23,8.884,3,brand_29,market_4,region_4,store_4,5682,2023-11-22
2578,6.51,18.252,3,brand_17,market_2,region_1,store_4,37414,2020-02-17
2579,2.1,12.556,4,brand_24,market_1,region_2,store_2,37886,2021-02-19
2580,9.2,1.256,5,brand_12,market_3,region_3,store_4,10841,2024-09-09
2581,8.19,1.132,2,brand_3,market_1,region_6,store_3,43455,2022-12-17
2582,14.29,3.234,1,brand_19,market_4,region_5,store_3,35004,2020-03-22
2583,12.34,17.05,4,brand_27,market_5,region_4,store_2,32351,2020-06-15
2584,4.67,17.463,1,brand_4,market_5,region_7,store_3,43840,2023-12-13
2585,6.9,8.473,2,brand_25,market_5,region_4,store_2,44930,2020-10-16
2586,6.16,4.926,5,brand_25,market_2,region_6,store_4,29765,2020-10-15
2587,4.96,19.325,4,brand_26,market_4,region_1,store_3,39530,2024-01-27
2588,9.22,14.016,3,brand_16,market_5,region_1,store_2,8758,2022-04-29
2589,1.62,13.674,2,brand_16,market_3,region_4,store_1,44275,2024-06-21
2590,5.93,3.508,4,brand_16,market_1,region_4,store_4,17245,2023-11-24
2591,17.94,6.476,5,brand_17,market_2,region_5,store_4,48518,2021-04-14
2592,1.44,16.781,3,brand_10,market_1,region_4,store_4,19201,2021-12-22
2593,6.37,15.599,1,brand_3,market_5,region_4,store_4,44307,2021-07-13
2594,18.32,6.728,2,brand_11,market_5,region_2,store_3,5336,2021-11-21
2595,12.2,18.15,3,brand_13,market_4,region_5,store_3,30801,2023-06-25
2596,10.05,7.209,1,brand_30,market_3,region_1,store_4,17742,2024-12-23
2597,13.53,10.377,5,brand_5,market_2,region_2,store_2,22930,2020-03-09
2598,2.02,2.833,1,brand_24,market_2,region_1,store_2,7755,2021-12-31
2599,16.41,9.485,4,brand_8,market_1,region_3,store_1,40820,2020-11-23
2600,11.75,1.715,5,brand_24,market_2,region_1,store_2,43518,2020-03-19
2601,9.79,1.948,3,brand_26,market_2,region_1,store_3,32554,2021-04-11
2602,10.38,12.947,4,brand_19,market_5,region_5,store_3,45427,2024-08-31
2603,15.22,16.787,3,brand_27,market_4,region_5,store_2,38009,2024-07-15
2604,5.32,4.06,1,brand_2,market_4,region_5,store_1,19523,2020-04-19
2605,13.36,5.741,1,brand_19,market_5,region_2,store_1,15370,2021-04-09
2606,16.6,15.171,3,brand_19,market_2,region_6,store_1,40377,2022-08-09
2607,10.25,6.2,4,brand_12,market_5,region_1,store_2,9643,2022-09-18
2608,9.48,17.014,1,brand_10,market_1,region_6,store_2,22662,2020-08-02
2609,17.68,2.225,2,brand_11,market_4,region_4,store_1,6167,2022-08-07
2610,16.48,1.317,2,brand_25,market_3,region_7,store_1,2908,2023-06-12
2611,9.45,5.032,1,brand_29,market_2,region_7,store_4,11667,2020-07-10
2612,7.72,17.539,3,brand_17,market_4,region_7,store_4,11183,2023-09-04
2613,8.18,2.488,3,brand_9,market_3,region_7,store_3,40048,2022-08-03
2614,12.43,19.688,5,brand_29,market_3,region_2,store_3,26375,2023-06-30
2615,15.58,19.399,4,brand_11,market_2,region_1,store_3,46301,2023-05-09
2616,8.9,10.601,5,brand_7,market_4,region_2,store_4,9686,2021-03-25
2617,19.18,6.391,1,brand_22,market_1,region_3,store_1,29345,2023-01-03
2618,17.42,3.12,5,brand_17,market_1,region_1,store_4,5052,2021-03-07
2619,2.43,16.542,5,brand_21,market_4,region_4,store_1,13866,2024-03-21
2620,8.18,12.783,2,brand_23,market_1,region_3,store_2,18021,2020-12-27
2621,5.84,1.914,4,brand_17,market_5,region_7,store_1,26188,2021-07-20
2622,10.5,4.287,1,brand_29,market_1,region_3,store_2,14489,2021-11-04
2623,14.29,12.79,3,brand_20,market_2,region_3,store_1,1914,2020-10-10
2624,15.97,5.955,2,brand_5,market_5,region_1,store_3,20135,2024-04-18
2625,11.64,10.342,1,brand_4,market_1,region_7,store_4,7577,2024-02-22
2626,2.26,13.388,5,brand_2,market_4,region_4,store_1,3664,2022-05-15
2627,3.59,14.979,1,brand_16,market_4,region_5,store_2,32044,2021-12-13
2628,12.48,7.468,3,brand_14,market_2,region_6,store_3,12630,2022-01-19
2629,1.94,9.745,3,brand_11,market_1,region_4,store_3,48479,2023-08-05
2630,9.85,5.546,2,brand_9,market_2,region_6,store_2,49440,2020-05-28
2631,15.46,8.397,5,brand_28,market_3,region_2,store_4,8022,2022-04-29
2632,11.35,3.665,3,brand_13,market_2,region_4,store_3,29023,2023-08-29
2633,1.53,8.627,1,brand_21,market_3,region_3,store_3,20739,2023-03-23
2634,11.58,4.352,3,brand_11,market_4,region_1,store_2,32007,2022-01-29
2635,8.62,5.736,1,brand_19,market_5,region_5,store_4,40361,2022-10-17
2636,14.14,1.352,2,brand_19,market_5,region_6,store_3,35732,2020-07-31
2637,2.33,3.095,3,brand_13,market_2,region_2,store_2,46474,2023-02-07
2638,3.39,13.068,2,brand_8,market_4,region_7,store_4,17187,2020-09-30
2639,3.79,1.496,5,brand_26,market_1,region_6,store_1,17664,2022-08-11
2640,7.09,1.905,1,brand_14,market_5,region_4,store_4,44317,2023-04-15
2641,14.61,9.521,3,brand_28,market_5,region_4,store_3,6372,2021-06-29
2642,7.67,15.849,1,brand_19,market_3,region_5,store_1,37480,2024-08-04
2643,14.62,6.485,5,brand_18,market_5,region_3,store_3,30932,2023-08-10
2644,2.41,19.44,5,brand_5,market_2,region_6,store_2,28903,2020-05-05
2645,8.06,13.699,4,brand_19,market_2,region_7,store_4,29211,2022-04-18
2646,13.86,2.226,5,brand_4,market_1,region_1,store_1,30596,2020-05-16
2647,14.41,15.902,4,brand_3,market_3,region_7,store_4,24825,2023-04-17
2648,17.25,1.273,4,brand_26,market_1,region_6,store_1,20277,2020-12-04
2649,16.37,12.984,5,brand_10,market_5,region_1,store_4,49063,2022-05-11
2650,1.51,13.232,3,brand_3,market_3,region_1,store_3,19716,2023-07-01
2651,10.43,5.057,5,brand_25,market_4,region_2,store_1,24987,2020-01-26
2652,16.0,6.594,4,brand_18,market_3,region_6,store_2,24659,2024-10-06
2653,19.02,9.947,1,brand_27,market_3,region_3,store_3,38716,2022-06-16
2654,12.93,6.747,1,brand_18,market_1,region_6,store_1,29300,2024-10-18
2655,12.4,11.264,3,brand_15,market_1,region_6,store_1,40695,2024-02-29
2656,13.04,18.515,1,brand_25,market_4,region_5,store_2,41411,2020-10-31
2657,7.47,4.773,3,brand_1,market_5,region_5,store_3,39159,2023-08-24
2658,10.13,1.079,3,brand_4,market_5,region_7,store_3,43387,2021-08-17
2659,3.8,13.209,5,brand_28,market_3,region_3,store_4,40216,2020-02-20
2660,18.93,10.103,1,brand_13,market_3,region_7,store_3,22838,2023-10-24
2661,13.17,19.128,3,brand_22,market_1,region_3,store_2,30166,2020-03-12
2662,7.24,3.603,4,brand_12,market_4,region_2,store_1,28516,2020-04-25
2663,10.81,15.555,2,brand_10,market_4,region_2,store_4,17239,2024-01-24
2664,12.77,13.056,5,brand_5,market_3,region_7,store_2,26180,2022-11-07
2665,6.39,3.736,4,brand_19,market_2,region_2,store_2,47753,2023-11-23
2666,19.58,19.499,2,brand_24,market_1,region_2,store_1,29398,2023-06-06
2667,16.18,17.473,2,brand_25,market_5,region_3,store_3,17414,2020-01-12
2668,9.12,5.977,3,brand_15,market_2,region_6,store_1,33853,2023-08-01
2669,3.1,5.995,4,brand_4,market_5,region_7,store_3,15293,2023-06-26
2670,8.58,19.511,5,brand_5,market_2,region_3,store_1,49845,2022-08-03
2671,11.67,8.043,5,brand_5,market_3,region_6,store_4,25283,2022-11-28
2672,19.61,9.927,4,brand_9,market_3,region_2,store_1,43283,2024-05-12
2673,1.94,15.183,2,brand_5,market_2,region_4,store_4,4191,2023-02-27
2674,12.49,6.836,5,brand_18,market_5,region_6,store_1,7171,2022-11-13
2675,19.73,5.39,5,brand_22,market_1,region_2,store_3,4314,2021-02-24
2676,9.79,3.246,3,brand_2,market_4,region_2,store_3,39597,2024-07-30
2677,2.41,4.06,3,brand_29,market_4,region_7,store_2,41245,2024-12-29
2678,6.13,17.854,5,brand_25,market_3,region_5,store_1,17356,2020-05-18
2679,8.32,11.996,1,brand_20,market_2,region_4,store_2,6841,2024-06-29
2680,18.2,17.939,3,brand_23,market_4,region_3,store_2,9711,2022-12-15
2681,19.16,15.798,4,brand_6,market_3,region_1,store_4,9587,2024-06-03
2682,11.9,9.543,5,brand_21,market_1,region_7,store_3,38042,2021-11-26
2683,11.8,17.156,4,brand_8,market_1,region_4,store_3,1617,2021-11-22
2684,4.33,18.375,4,brand_22,market_1,region_6,store_2,16016,2022-08-01
2685,1.09,11.499,1,brand_27,market_1,region_1,store_1,24727,2020-03-01
2686,13.27,16.017,3,brand_29,market_4,region_4,store_3,5961,2022-12-01
